Timestamp,Total CPU %,Process Name,PID,Process CPU %,Memory %
2025-02-23 12:03:02,98.4,MacWhisper,40317,46.1,0.5874156951904297
2025-02-23 12:03:02,98.4,WindowManager,568,32.1,0.133514404296875
2025-02-23 12:03:02,98.4,iTerm2,673,24.0,0.6235122680664062
2025-02-23 12:03:02,98.4,ClearVPN,3522,21.2,0.6560802459716797
2025-02-23 12:03:02,98.4,Arc,629,20.2,1.9343852996826172
2025-02-23 12:03:02,98.4,Arc Helper (Renderer),97358,19.0,1.4401912689208984
2025-02-23 12:03:02,98.4,Windsurf Helper (GPU),97575,18.4,0.34356117248535156
2025-02-23 12:03:02,98.4,ControlCenter,685,14.0,0.16584396362304688
2025-02-23 12:03:02,98.4,Google Drive,89006,13.8,0.3424644470214844
2025-02-23 12:03:26,97.5,Google Drive,89006,41.6,0.34236907958984375
2025-02-23 12:03:26,97.5,Beeper Helper (Renderer),95820,24.7,1.1568546295166016
2025-02-23 12:03:26,97.5,Windsurf Helper (Renderer),79651,20.3,1.5655517578125
2025-02-23 12:03:26,97.5,Sidebar,3564,13.8,0.8261680603027344
2025-02-23 12:03:26,97.5,ClearVPN,3522,10.7,0.6604194641113281
2025-02-23 12:03:26,97.5,Beeper Helper (GPU),95818,9.8,0.21657943725585938
2025-02-23 12:03:26,97.5,Arc Helper (Renderer),97358,9.8,1.3678550720214844
2025-02-23 12:03:26,97.5,Windsurf Helper (GPU),97575,9.6,0.33965110778808594
2025-02-23 12:03:26,97.5,language_server_macos_arm,79779,7.5,2.1425247192382812
2025-02-23 12:03:26,97.5,Arc Helper (GPU),836,6.1,0.46906471252441406
2025-02-23 12:03:28,99.8,Sidebar,3564,73.4,0.8255958557128906
2025-02-23 12:03:28,99.8,MacWhisper,40317,46.0,0.5883693695068359
2025-02-23 12:03:28,99.8,WindowManager,568,33.4,0.13489723205566406
2025-02-23 12:03:28,99.8,language_server_macos_arm,79779,23.8,2.1461009979248047
2025-02-23 12:03:28,99.8,ClearVPN,3522,21.9,0.6612777709960938
2025-02-23 12:03:28,99.8,iTerm2,673,20.3,0.6772518157958984
2025-02-23 12:03:28,99.8,Arc,629,20.1,1.9579410552978516
2025-02-23 12:03:28,99.8,Windsurf Helper (GPU),97575,19.6,0.34003257751464844
2025-02-23 12:03:28,99.8,ControlCenter,685,15.6,0.16579627990722656
2025-02-23 12:03:28,99.8,Google Drive,89006,14.8,0.34232139587402344
2025-02-23 12:03:30,98.9,Sidebar,3564,70.9,0.8259296417236328
2025-02-23 12:03:30,98.9,MacWhisper,40317,50.2,0.5888462066650391
2025-02-23 12:03:30,98.9,WindowManager,568,29.4,0.13556480407714844
2025-02-23 12:03:30,98.9,iTerm2,673,24.1,0.6952762603759766
2025-02-23 12:03:30,98.9,ClearVPN,3522,21.5,0.6627559661865234
2025-02-23 12:03:30,98.9,Arc,629,20.3,1.9579410552978516
2025-02-23 12:03:30,98.9,Windsurf Helper (GPU),97575,18.6,0.34003257751464844
2025-02-23 12:03:30,98.9,Windsurf Helper (Renderer),79651,17.4,1.5679359436035156
2025-02-23 12:03:30,98.9,ControlCenter,685,15.5,0.16584396362304688
2025-02-23 12:03:30,98.9,Google Drive,89006,15.2,0.34236907958984375
2025-02-23 12:03:33,100.0,Sidebar,3564,68.3,0.8260250091552734
2025-02-23 12:03:33,100.0,MacWhisper,40317,44.0,0.5894660949707031
2025-02-23 12:03:33,100.0,WindowManager,568,33.0,0.13628005981445312
2025-02-23 12:03:33,100.0,iTerm2,673,25.1,0.7128238677978516
2025-02-23 12:03:33,100.0,Arc,629,22.6,1.9582271575927734
2025-02-23 12:03:33,100.0,ClearVPN,3522,20.9,0.6639003753662109
2025-02-23 12:03:33,100.0,Windsurf Helper (GPU),97575,18.4,0.3407001495361328
2025-02-23 12:03:33,100.0,Windsurf Helper (Renderer),79651,16.9,1.5714168548583984
2025-02-23 12:03:33,100.0,ControlCenter,685,15.5,0.1658916473388672
2025-02-23 12:03:33,100.0,Google Drive,89006,14.8,0.34241676330566406
2025-02-23 12:03:35,100.0,Sidebar,3564,71.2,0.8263587951660156
2025-02-23 12:03:35,100.0,MacWhisper,40317,38.5,0.5891323089599609
2025-02-23 12:03:35,100.0,WindowManager,568,31.2,0.1373767852783203
2025-02-23 12:03:35,100.0,iTerm2,673,23.0,0.7253170013427734
2025-02-23 12:03:35,100.0,Arc,629,22.9,1.9587039947509766
2025-02-23 12:03:35,100.0,language_server_macos_arm,79779,22.8,2.148151397705078
2025-02-23 12:03:35,100.0,ClearVPN,3522,20.9,0.6649017333984375
2025-02-23 12:03:35,100.0,Windsurf Helper (GPU),97575,18.7,0.3390312194824219
2025-02-23 12:03:35,100.0,Windsurf Helper (Renderer),79651,16.9,1.5757560729980469
2025-02-23 12:03:35,100.0,Arc Helper (Renderer),97358,15.8,1.3890743255615234
2025-02-23 12:03:37,100.0,Sidebar,3564,69.5,0.8264541625976562
2025-02-23 12:03:37,100.0,Windsurf Helper (Renderer),79651,32.2,1.5799999237060547
2025-02-23 12:03:37,100.0,WindowManager,568,29.9,0.1373767852783203
2025-02-23 12:03:37,100.0,iTerm2,673,23.5,0.7513999938964844
2025-02-23 12:03:37,100.0,Arc,629,22.4,1.9588470458984375
2025-02-23 12:03:37,100.0,ClearVPN,3522,21.4,0.6662845611572266
2025-02-23 12:03:37,100.0,language_server_macos_arm,79779,19.0,2.1539688110351562
2025-02-23 12:03:37,100.0,Windsurf Helper (GPU),97575,18.7,0.3383636474609375
2025-02-23 12:03:37,100.0,ControlCenter,685,15.0,0.1658916473388672
2025-02-23 12:03:37,100.0,Google Drive,89006,14.6,0.3426074981689453
2025-02-23 12:03:39,100.0,Sidebar,3564,69.8,0.8263111114501953
2025-02-23 12:03:39,100.0,MacWhisper,40317,48.6,0.5884647369384766
2025-02-23 12:03:39,100.0,language_server_macos_arm,79779,32.1,2.1734237670898438
2025-02-23 12:03:39,100.0,WindowManager,568,29.1,0.138092041015625
2025-02-23 12:03:39,100.0,ClearVPN,3522,23.5,0.6674766540527344
2025-02-23 12:03:39,100.0,iTerm2,673,22.0,0.7589340209960938
2025-02-23 12:03:39,100.0,Arc,629,20.6,1.958608627319336
2025-02-23 12:03:39,100.0,Windsurf Helper (GPU),97575,19.1,0.33745765686035156
2025-02-23 12:03:39,100.0,Google Drive,89006,14.6,0.34270286560058594
2025-02-23 12:03:39,100.0,ControlCenter,685,13.8,0.1658916473388672
2025-02-23 12:03:42,100.0,Sidebar,3564,68.9,0.8267402648925781
2025-02-23 12:03:42,100.0,MacWhisper,40317,46.2,0.5898475646972656
2025-02-23 12:03:42,100.0,WindowManager,568,30.0,0.1380443572998047
2025-02-23 12:03:42,100.0,language_server_macos_arm,79779,27.3,2.211618423461914
2025-02-23 12:03:42,100.0,ClearVPN,3522,22.7,0.6684303283691406
2025-02-23 12:03:42,100.0,Windsurf Helper (Renderer),79651,22.2,1.5818595886230469
2025-02-23 12:03:42,100.0,Arc,629,20.5,1.9587516784667969
2025-02-23 12:03:42,100.0,iTerm2,673,20.3,0.7793903350830078
2025-02-23 12:03:42,100.0,Windsurf Helper (GPU),97575,18.9,0.3376960754394531
2025-02-23 12:03:42,100.0,Google Drive,89006,15.0,0.34275054931640625
2025-02-23 12:03:46,100.0,language_server_macos_arm,79779,69.0,2.262258529663086
2025-02-23 12:03:46,100.0,Sidebar,3564,50.1,0.8267402648925781
2025-02-23 12:03:46,100.0,MacWhisper,40317,32.3,0.5892753601074219
2025-02-23 12:03:46,100.0,Google Drive,89006,25.4,0.34275054931640625
2025-02-23 12:03:46,100.0,Beeper Helper (Renderer),95820,22.0,1.3997554779052734
2025-02-23 12:03:46,100.0,WindowManager,568,19.1,0.13828277587890625
2025-02-23 12:03:46,100.0,ClearVPN,3522,17.1,0.6692409515380859
2025-02-23 12:03:46,100.0,iTerm2,673,16.9,0.7942676544189453
2025-02-23 12:03:46,100.0,Arc,629,14.7,1.9623279571533203
2025-02-23 12:03:46,100.0,Windsurf Helper (Plugin),79942,14.2,0.6639957427978516
2025-02-23 12:03:48,100.0,Sidebar,3564,74.8,0.8265018463134766
2025-02-23 12:03:48,100.0,language_server_macos_arm,79779,41.8,2.263164520263672
2025-02-23 12:03:48,100.0,MacWhisper,40317,30.9,0.5900382995605469
2025-02-23 12:03:48,100.0,WindowManager,568,27.5,0.1384258270263672
2025-02-23 12:03:48,100.0,iTerm2,673,23.6,0.8229255676269531
2025-02-23 12:03:48,100.0,Windsurf Helper (Renderer),79651,21.9,1.5835285186767578
2025-02-23 12:03:48,100.0,Windsurf Helper (GPU),97575,20.6,0.3383159637451172
2025-02-23 12:03:48,100.0,Arc,629,19.8,1.9589900970458984
2025-02-23 12:03:48,100.0,ClearVPN,3522,19.6,0.66986083984375
2025-02-23 12:03:48,100.0,Windsurf Helper (Plugin),79942,17.0,0.6657123565673828
2025-02-23 12:03:52,95.0,language_server_macos_arm,79779,33.5,2.2747039794921875
2025-02-23 12:03:52,95.0,Google Drive,89006,32.7,0.34279823303222656
2025-02-23 12:03:52,95.0,Sidebar,3564,29.6,0.826263427734375
2025-02-23 12:03:52,95.0,Beeper Helper (Renderer),95820,28.1,1.3111114501953125
2025-02-23 12:03:52,95.0,MacWhisper,40317,18.0,0.5893230438232422
2025-02-23 12:03:52,95.0,Arc Helper (Renderer),97358,16.8,1.4620304107666016
2025-02-23 12:03:52,95.0,ClearVPN,3522,14.7,0.6707668304443359
2025-02-23 12:03:52,95.0,WindowManager,568,12.7,0.13837814331054688
2025-02-23 12:03:52,95.0,iTerm2,673,11.1,0.8453369140625
2025-02-23 12:03:52,95.0,Windsurf Helper (GPU),97575,10.1,0.3383159637451172
2025-02-23 12:03:55,97.8,Sidebar,3564,69.8,0.8274078369140625
2025-02-23 12:03:55,97.8,MacWhisper,40317,47.2,0.5896568298339844
2025-02-23 12:03:55,97.8,WindowManager,568,31.4,0.1389026641845703
2025-02-23 12:03:55,97.8,iTerm2,673,23.9,0.8606910705566406
2025-02-23 12:03:55,97.8,ClearVPN,3522,19.2,0.6705760955810547
2025-02-23 12:03:55,97.8,Arc,629,18.4,1.9592761993408203
2025-02-23 12:03:55,97.8,Windsurf Helper (GPU),97575,17.9,0.3380298614501953
2025-02-23 12:03:55,97.8,Google Drive,89006,14.7,0.34270286560058594
2025-02-23 12:03:55,97.8,ControlCenter,685,13.7,0.16570091247558594
2025-02-23 12:03:55,97.8,iStat Menus Menubar,3411,11.6,0.22034645080566406
2025-02-23 12:03:57,98.7,Sidebar,3564,68.7,0.8333683013916016
2025-02-23 12:03:57,98.7,WindowManager,568,29.6,0.1389026641845703
2025-02-23 12:03:57,98.7,MacWhisper,40317,29.6,0.589752197265625
2025-02-23 12:03:57,98.7,iTerm2,673,21.5,0.8819103240966797
2025-02-23 12:03:57,98.7,ClearVPN,3522,21.5,0.6714820861816406
2025-02-23 12:03:57,98.7,Windsurf Helper (GPU),97575,20.4,0.33812522888183594
2025-02-23 12:03:57,98.7,Arc,629,19.1,1.958608627319336
2025-02-23 12:03:57,98.7,language_server_macos_arm,79779,16.3,2.2747039794921875
2025-02-23 12:03:57,98.7,Google Drive,89006,14.8,0.34279823303222656
2025-02-23 12:03:57,98.7,ControlCenter,685,14.3,0.16570091247558594
2025-02-23 12:03:59,99.9,Sidebar,3564,65.8,0.8336067199707031
2025-02-23 12:03:59,99.9,MacWhisper,40317,47.5,0.5908489227294922
2025-02-23 12:03:59,99.9,WindowManager,568,31.1,0.1389026641845703
2025-02-23 12:03:59,99.9,iTerm2,673,25.3,0.8915901184082031
2025-02-23 12:03:59,99.9,ClearVPN,3522,23.5,0.6727695465087891
2025-02-23 12:03:59,99.9,Arc,629,22.9,1.9587516784667969
2025-02-23 12:03:59,99.9,Windsurf Helper (Renderer),79651,21.3,1.5868663787841797
2025-02-23 12:03:59,99.9,Windsurf Helper (GPU),97575,18.5,0.33812522888183594
2025-02-23 12:03:59,99.9,language_server_macos_arm,79779,17.6,2.2747039794921875
2025-02-23 12:03:59,99.9,Google Drive,89006,15.9,0.3429412841796875
2025-02-23 12:04:01,100.0,Sidebar,3564,69.8,0.8340835571289062
2025-02-23 12:04:01,100.0,MacWhisper,40317,49.2,0.5908966064453125
2025-02-23 12:04:01,100.0,WindowManager,568,32.1,0.1388072967529297
2025-02-23 12:04:01,100.0,iTerm2,673,28.7,0.91552734375
2025-02-23 12:04:01,100.0,Windsurf Helper (Renderer),79651,27.1,1.5902519226074219
2025-02-23 12:04:01,100.0,Arc,629,19.6,1.9587039947509766
2025-02-23 12:04:01,100.0,language_server_macos_arm,79779,19.6,2.274751663208008
2025-02-23 12:04:01,100.0,ClearVPN,3522,19.3,0.6739139556884766
2025-02-23 12:04:01,100.0,Windsurf Helper (GPU),97575,18.4,0.33822059631347656
2025-02-23 12:04:01,100.0,ControlCenter,685,14.7,0.16651153564453125
2025-02-23 12:04:04,99.6,Sidebar,3564,59.5,0.836181640625
2025-02-23 12:04:04,99.6,language_server_macos_arm,79779,52.0,2.3162841796875
2025-02-23 12:04:04,99.6,MacWhisper,40317,44.8,0.5900382995605469
2025-02-23 12:04:04,99.6,WindowManager,568,36.4,0.14429092407226562
2025-02-23 12:04:04,99.6,iTerm2,673,23.8,0.9267330169677734
2025-02-23 12:04:04,99.6,Windsurf Helper (GPU),97575,21.6,0.3383159637451172
2025-02-23 12:04:04,99.6,ClearVPN,3522,20.3,0.6746292114257812
2025-02-23 12:04:04,99.6,Arc,629,20.1,1.958608627319336
2025-02-23 12:04:04,99.6,Google Drive,89006,18.1,0.34279823303222656
2025-02-23 12:04:04,99.6,Windsurf Helper (Renderer),79651,17.6,1.5904903411865234
2025-02-23 12:04:10,99.9,language_server_macos_arm,79779,64.2,2.502584457397461
2025-02-23 12:04:10,99.9,Sidebar,3564,43.6,0.8370876312255859
2025-02-23 12:04:10,99.9,Google Drive,89006,29.8,0.3429412841796875
2025-02-23 12:04:10,99.9,Beeper Helper (Renderer),95820,17.6,1.1982917785644531
2025-02-23 12:04:10,99.9,Windsurf Helper (Renderer),79651,15.2,1.5918254852294922
2025-02-23 12:04:10,99.9,MacWhisper,40317,14.3,0.5904197692871094
2025-02-23 12:04:10,99.9,WindowManager,568,13.9,0.1437664031982422
2025-02-23 12:04:10,99.9,ClearVPN,3522,13.6,0.6743431091308594
2025-02-23 12:04:10,99.9,iTerm2,673,13.2,0.9511470794677734
2025-02-23 12:04:10,99.9,Windsurf Helper (GPU),97575,12.8,0.33550262451171875
2025-02-23 12:04:12,100.0,Sidebar,3564,64.3,0.8373737335205078
2025-02-23 12:04:12,100.0,MacWhisper,40317,49.4,0.5902290344238281
2025-02-23 12:04:12,100.0,language_server_macos_arm,79779,37.9,2.5072097778320312
2025-02-23 12:04:12,100.0,WindowManager,568,29.0,0.14395713806152344
2025-02-23 12:04:12,100.0,iTerm2,673,22.4,0.9671211242675781
2025-02-23 12:04:12,100.0,Arc,629,22.1,1.9585609436035156
2025-02-23 12:04:12,100.0,ClearVPN,3522,21.0,0.6752490997314453
2025-02-23 12:04:12,100.0,Windsurf Helper (GPU),97575,17.1,0.33550262451171875
2025-02-23 12:04:12,100.0,Google Drive,89006,15.5,0.3428936004638672
2025-02-23 12:04:12,100.0,Windsurf Helper (Renderer),97580,14.5,0.6407260894775391
2025-02-23 12:04:16,99.1,Google Drive,89006,33.2,0.34275054931640625
2025-02-23 12:04:16,99.1,Sidebar,3564,31.4,0.8377552032470703
2025-02-23 12:04:16,99.1,language_server_macos_arm,79779,24.0,2.508068084716797
2025-02-23 12:04:16,99.1,MacWhisper,40317,18.0,0.5903720855712891
2025-02-23 12:04:16,99.1,Beeper Helper (Renderer),95820,17.7,1.1962890625
2025-02-23 12:04:16,99.1,Arc Helper (Renderer),97358,16.0,1.5362262725830078
2025-02-23 12:04:16,99.1,Windsurf Helper (Renderer),79651,15.7,1.5908241271972656
2025-02-23 12:04:16,99.1,ClearVPN,3522,12.9,0.6760120391845703
2025-02-23 12:04:16,99.1,iTerm2,673,11.2,0.9715557098388672
2025-02-23 12:04:16,99.1,Arc,629,10.9,1.9646167755126953
2025-02-23 12:04:19,97.8,Sidebar,3564,72.6,0.8388042449951172
2025-02-23 12:04:19,97.8,MacWhisper,40317,34.6,0.5918025970458984
2025-02-23 12:04:19,97.8,WindowManager,568,28.2,0.14357566833496094
2025-02-23 12:04:19,97.8,iTerm2,673,22.1,0.9876728057861328
2025-02-23 12:04:19,97.8,Arc,629,20.5,1.9604682922363281
2025-02-23 12:04:19,97.8,Windsurf Helper (GPU),97575,19.9,0.3354072570800781
2025-02-23 12:04:19,97.8,ClearVPN,3522,19.7,0.6758689880371094
2025-02-23 12:04:19,97.8,Windsurf Helper (Renderer),79651,14.7,1.5888690948486328
2025-02-23 12:04:19,97.8,Google Drive,89006,14.4,0.3425121307373047
2025-02-23 12:04:19,97.8,ControlCenter,685,13.5,0.1659393310546875
2025-02-23 12:04:21,85.3,Sidebar,3564,59.0,0.8145809173583984
2025-02-23 12:04:21,85.3,MacWhisper,40317,32.2,0.5904674530029297
2025-02-23 12:04:21,85.3,Windsurf Helper (Renderer),79651,26.6,1.5877246856689453
2025-02-23 12:04:21,85.3,WindowManager,568,25.1,0.14295578002929688
2025-02-23 12:04:21,85.3,iTerm2,673,24.7,0.9964942932128906
2025-02-23 12:04:21,85.3,ClearVPN,3522,19.5,0.6763935089111328
2025-02-23 12:04:21,85.3,Windsurf Helper (GPU),97575,18.9,0.3378868103027344
2025-02-23 12:04:21,85.3,Google Drive,89006,17.2,0.3424644470214844
2025-02-23 12:04:21,85.3,Arc,629,17.0,1.9602298736572266
2025-02-23 12:04:21,85.3,Beeper Helper (Renderer),95820,14.6,1.3156890869140625
2025-02-23 12:04:37,99.7,Google Drive,89006,39.9,0.3426074981689453
2025-02-23 12:04:37,99.7,Beeper Helper (Renderer),95820,25.8,1.2250900268554688
2025-02-23 12:04:37,99.7,Windsurf Helper (Renderer),79651,22.8,1.5926361083984375
2025-02-23 12:04:37,99.7,language_server_macos_arm,79779,15.8,2.510547637939453
2025-02-23 12:04:37,99.7,Sidebar,3564,14.7,0.8146286010742188
2025-02-23 12:04:37,99.7,ClearVPN,3522,11.0,0.67596435546875
2025-02-23 12:04:37,99.7,Windsurf Helper (GPU),97575,9.8,0.33721923828125
2025-02-23 12:04:37,99.7,Beeper Helper (GPU),95818,9.2,0.2170085906982422
2025-02-23 12:04:37,99.7,Arc Helper (Renderer),97358,8.8,1.6458511352539062
2025-02-23 12:04:37,99.7,Electron,97556,7.5,0.5514621734619141
2025-02-23 12:04:39,96.9,Sidebar,3564,62.9,0.8133411407470703
2025-02-23 12:04:39,96.9,MacWhisper,40317,45.3,0.5956649780273438
2025-02-23 12:04:39,96.9,WindowManager,568,28.7,0.1438617706298828
2025-02-23 12:04:39,96.9,iTerm2,673,26.0,1.0218143463134766
2025-02-23 12:04:39,96.9,language_server_macos_arm,79779,21.9,2.5106430053710938
2025-02-23 12:04:39,96.9,Arc,629,21.1,1.9619941711425781
2025-02-23 12:04:39,96.9,Beeper Helper (Renderer),95820,20.9,1.2072563171386719
2025-02-23 12:04:39,96.9,ClearVPN,3522,18.7,0.6767749786376953
2025-02-23 12:04:39,96.9,WhatsApp,62404,16.5,0.6593227386474609
2025-02-23 12:04:39,96.9,Windsurf Helper (Renderer),79651,16.3,1.5929222106933594
2025-02-23 12:04:42,98.6,Sidebar,3564,70.5,0.8134365081787109
2025-02-23 12:04:42,98.6,MacWhisper,40317,34.0,0.5965709686279297
2025-02-23 12:04:42,98.6,WindowManager,568,30.0,0.1438140869140625
2025-02-23 12:04:42,98.6,iTerm2,673,24.9,1.0312557220458984
2025-02-23 12:04:42,98.6,ClearVPN,3522,22.5,0.6786346435546875
2025-02-23 12:04:42,98.6,Windsurf Helper (GPU),97575,20.5,0.3375530242919922
2025-02-23 12:04:42,98.6,Arc,629,18.5,1.961660385131836
2025-02-23 12:04:42,98.6,Windsurf Helper (Renderer),79651,18.0,1.5934944152832031
2025-02-23 12:04:42,98.6,Google Drive,89006,14.0,0.3426074981689453
2025-02-23 12:04:42,98.6,ControlCenter,685,13.3,0.16870498657226562
2025-02-23 12:04:54,97.5,Google Drive,89006,37.7,0.34241676330566406
2025-02-23 12:04:54,97.5,language_server_macos_arm,79779,25.8,2.511119842529297
2025-02-23 12:04:54,97.5,Sidebar,3564,21.7,0.8042812347412109
2025-02-23 12:04:54,97.5,Beeper Helper (Renderer),95820,20.9,1.2235641479492188
2025-02-23 12:04:54,97.5,Windsurf Helper (Renderer),79651,12.8,1.5894412994384766
2025-02-23 12:04:54,97.5,ClearVPN,3522,11.8,0.6788253784179688
2025-02-23 12:04:54,97.5,Arc Helper (Renderer),97358,10.3,1.6879081726074219
2025-02-23 12:04:54,97.5,Windsurf Helper (Plugin),79942,9.1,0.6379127502441406
2025-02-23 12:04:54,97.5,Beeper Helper (GPU),95818,8.8,0.2170085906982422
2025-02-23 12:04:54,97.5,Windsurf Helper (GPU),97575,8.7,0.33049583435058594
2025-02-23 12:04:56,99.9,Sidebar,3564,69.6,0.8105278015136719
2025-02-23 12:04:56,99.9,MacWhisper,40317,43.9,0.5967140197753906
2025-02-23 12:04:56,99.9,WindowManager,568,31.9,0.14410018920898438
2025-02-23 12:04:56,99.9,iTerm2,673,23.1,1.0308265686035156
2025-02-23 12:04:56,99.9,ClearVPN,3522,22.0,0.6801128387451172
2025-02-23 12:04:56,99.9,Windsurf Helper (Renderer),79651,19.4,1.506185531616211
2025-02-23 12:04:56,99.9,Windsurf Helper (GPU),97575,19.1,0.32958984375
2025-02-23 12:04:56,99.9,Arc,629,17.2,1.9460678100585938
2025-02-23 12:04:56,99.9,ControlCenter,685,13.9,0.16007423400878906
2025-02-23 12:04:56,99.9,Google Drive,89006,13.9,0.34241676330566406
2025-02-23 12:04:59,94.2,Sidebar,3564,53.3,0.8106708526611328
2025-02-23 12:04:59,94.2,MacWhisper,40317,41.7,0.5961418151855469
2025-02-23 12:04:59,94.2,WindowManager,568,29.8,0.14410018920898438
2025-02-23 12:04:59,94.2,Arc,629,27.5,1.9871234893798828
2025-02-23 12:04:59,94.2,iTerm2,673,25.6,1.0405540466308594
2025-02-23 12:04:59,94.2,ClearVPN,3522,21.2,0.6809234619140625
2025-02-23 12:04:59,94.2,Google Drive,89006,19.3,0.34236907958984375
2025-02-23 12:04:59,94.2,Windsurf Helper (GPU),97575,18.1,0.3264427185058594
2025-02-23 12:04:59,94.2,Windsurf Helper (Renderer),79651,12.8,1.503133773803711
2025-02-23 12:04:59,94.2,WeatherWidget,1856,12.5,0.14190673828125
2025-02-23 12:05:09,91.6,Google Drive,89006,36.4,0.3475666046142578
2025-02-23 12:05:09,91.6,Sidebar,3564,35.0,0.8042335510253906
2025-02-23 12:05:09,91.6,python3.12,26634,27.0,0.6524562835693359
2025-02-23 12:05:09,91.6,Beeper Helper (Renderer),95820,25.7,1.1589527130126953
2025-02-23 12:05:09,91.6,Arc,629,16.6,1.9640922546386719
2025-02-23 12:05:09,91.6,Arc Helper (Renderer),97358,12.7,1.646280288696289
2025-02-23 12:05:09,91.6,ClearVPN,3522,11.5,0.6758213043212891
2025-02-23 12:05:09,91.6,MacWhisper,40317,10.1,0.5972862243652344
2025-02-23 12:05:09,91.6,Beeper Helper (GPU),95818,9.4,0.21719932556152344
2025-02-23 12:05:09,91.6,iTerm2,673,7.3,0.7587432861328125
2025-02-23 12:05:15,98.6,Google Drive,89006,32.5,0.3483295440673828
2025-02-23 12:05:15,98.6,Sidebar,3564,28.6,0.8040428161621094
2025-02-23 12:05:15,98.6,MacWhisper,40317,22.2,0.5959510803222656
2025-02-23 12:05:15,98.6,Beeper Helper (Renderer),95820,18.9,1.1610031127929688
2025-02-23 12:05:15,98.6,ClearVPN,3522,14.8,0.6763935089111328
2025-02-23 12:05:15,98.6,Arc Helper (Renderer),97358,14.1,1.6579627990722656
2025-02-23 12:05:15,98.6,iTerm2,673,13.5,0.7990837097167969
2025-02-23 12:05:15,98.6,Arc,629,13.2,2.045440673828125
2025-02-23 12:05:15,98.6,WindowManager,568,12.7,0.13799667358398438
2025-02-23 12:05:15,98.6,Arc Helper (Renderer),2430,9.4,1.1065959930419922
2025-02-23 12:05:17,95.6,Sidebar,3564,68.7,0.8040904998779297
2025-02-23 12:05:17,95.6,WindowManager,568,29.9,0.1338481903076172
2025-02-23 12:05:17,95.6,MacWhisper,40317,29.9,0.5960464477539062
2025-02-23 12:05:17,95.6,Arc,629,28.5,2.055978775024414
2025-02-23 12:05:17,95.6,ClearVPN,3522,22.2,0.6777286529541016
2025-02-23 12:05:17,95.6,iTerm2,673,21.8,0.7540225982666016
2025-02-23 12:05:17,95.6,Google Drive,89006,15.0,0.34890174865722656
2025-02-23 12:05:17,95.6,Beeper Helper (Renderer),95820,14.3,1.2833118438720703
2025-02-23 12:05:17,95.6,ControlCenter,685,14.0,0.16307830810546875
2025-02-23 12:05:17,95.6,iStat Menus Menubar,3411,14.0,0.2177715301513672
2025-02-23 12:05:19,98.7,Sidebar,3564,72.1,0.8044242858886719
2025-02-23 12:05:19,98.7,MacWhisper,40317,58.1,0.5957126617431641
